name,embedding
Special Topics on Information Intelligent Management,"[0.44309890270233154, -0.012654842808842659, 0.20144571363925934, 0.755101203918457, -0.03972310945391655, -0.21523945033550262, 0.9117565751075745, -0.3999903202056885, -0.465935081243515, -0.26508936285972595, 0.10879980772733688, -0.0800590068101883, 0.4590705335140228, -0.26241350173950195, -0.34372609853744507, -0.2375594973564148, -0.053005240857601166, 0.2118549793958664, -0.26816028356552124, 0.8373079895973206, -0.11231500655412674, -0.49940577149391174, 0.30878564715385437, 0.27833276987075806, 0.0475773811340332, -0.7015926241874695, 0.16711589694023132, -0.5725969672203064, -0.2431573122739792, 1.1348854303359985, 0.07275573909282684, -0.2733047306537628, 0.04726612567901611, 0.711094081401825, -0.6837540864944458, 0.20236295461654663, 0.10481470823287964, 0.2610357403755188, -0.028186101466417313, 0.05530554801225662, -0.039846938103437424, -0.4258808195590973, 0.1893513947725296, -0.40423887968063354, -0.29968270659446716, 0.3073193430900574, -0.489957720041275, -0.013425739482045174, 0.09371225535869598, 0.09854952991008759, -0.5993323922157288, -0.3229149580001831, 0.15809695422649384, -0.4015820026397705, 0.00839271117001772, -0.20753858983516693, 0.3764532804489136, 0.16497616469860077, -0.755578875541687, -0.8961068987846375, 0.500461757183075, 0.4085187017917633, -1.3758984804153442, -0.019430816173553467]"
Special Topics on Applied Computing and Modeling,"[0.3414596915245056, -0.09541246294975281, -0.5076299905776978, -0.013352945446968079, 0.21334801614284515, -0.319294810295105, 0.9190093278884888, -0.6653626561164856, -0.04927314445376396, 0.10464642196893692, -0.3410288691520691, 0.04814913123846054, 0.47297269105911255, -0.3448667824268341, 0.05128417909145355, 0.097998708486557, -0.2715223729610443, -0.34510189294815063, -0.2589390277862549, 0.4778364896774292, 0.21677979826927185, -0.11586722731590271, 0.2600371539592743, -0.12320250272750854, 0.4799552261829376, -0.25712165236473083, 0.20331713557243347, 0.07760318368673325, -0.06352032721042633, 0.5582845211029053, 0.037455786019563675, 0.07292734831571579, 0.20195992290973663, -0.09983088076114655, 0.41951772570610046, 0.4117181897163391, -0.47921279072761536, -0.06626031547784805, 0.22508986294269562, -0.36396047472953796, 0.23289629817008972, 0.10418170690536499, 0.5430341362953186, -0.5620226860046387, -0.46125316619873047, -0.22461552917957306, 0.06571272015571594, -0.40962615609169006, 0.13274060189723969, -0.0277041457593441, -0.3075568974018097, -0.5239349603652954, -0.2896077632904053, -0.06655517220497131, -0.22907130420207977, -0.3784218430519104, -0.10719581693410873, 0.17126822471618652, -0.09296457469463348, -0.3510432541370392, -0.043842997401952744, 0.5832544565200806, -0.836889922618866, 0.16895388066768646]"
Special Topics on Software Engineering,"[0.46112483739852905, 0.5533468723297119, 0.1785818487405777, 0.10204940289258957, 0.06827899813652039, -0.1121634915471077, 0.9354015588760376, 0.5519877672195435, -0.5048587918281555, 0.7139754891395569, -0.5219408869743347, -0.2605052590370178, 0.023710692301392555, 0.4590740501880646, -0.20415516197681427, 0.010087558068335056, 0.2866138815879822, 0.5049967169761658, -0.1660260707139969, 0.8581765294075012, 0.027806119993329048, -0.3558759093284607, 0.10917769372463226, 0.04143112897872925, -0.6092843413352966, -0.22670786082744598, -0.5210329294204712, 0.04767686501145363, 0.009069393388926983, 0.4923192262649536, 0.06202894449234009, 0.5248558521270752, 0.7945317029953003, 0.4428213834762573, -0.7108610272407532, -0.29838302731513977, -0.17098793387413025, 0.18705879151821136, 0.6164653301239014, -0.16287203133106232, -0.12879593670368195, 0.2473021149635315, -0.23750002682209015, 0.33131861686706543, -0.29602494835853577, 0.36307889223098755, -0.4314251244068146, -0.5497860908508301, 0.5421857237815857, -0.25864678621292114, -0.1968001425266266, -0.18288107216358185, 0.11494234204292297, 0.15693607926368713, -0.3887675106525421, -0.28794801235198975, -0.22024978697299957, -0.7274705767631531, -0.21003252267837524, -0.4045106768608093, 0.03253801912069321, 0.49911555647850037, 0.1228160560131073, -0.16056036949157715]"
Computer Animation and 3D Modeling,"[0.6589332222938538, 0.2426287829875946, 0.3530307412147522, -0.1361652910709381, 0.21162544190883636, 0.053962986916303635, 0.7978121638298035, 0.5603910684585571, -0.3746107816696167, 0.6851662397384644, -0.5329563021659851, -0.12826918065547943, 0.5031411647796631, 0.13505405187606812, -0.23137110471725464, 0.09929753839969635, -0.13459135591983795, 0.402145653963089, -0.3892943263053894, 0.3623875379562378, -0.006354697979986668, -0.6499672532081604, 0.6687679290771484, 0.1416589617729187, -0.353337824344635, 0.24728791415691376, 0.059348806738853455, 0.5270910263061523, 0.005213103257119656, 0.2643316388130188, -0.02003551833331585, 0.33187100291252136, 0.06217125803232193, 0.5497084259986877, -0.5483707785606384, -0.06304401159286499, -0.3398311734199524, -0.2855626046657562, 0.3313424289226532, 0.21650592982769012, 0.1683759242296219, 0.31731265783309937, -0.08622078597545624, -0.11007235199213028, -0.08973323553800583, -0.17360524833202362, -0.23753106594085693, -0.2352159470319748, 0.2915366590023041, 0.23049277067184448, 0.19055330753326416, 0.13738179206848145, 0.1068565845489502, 0.33769598603248596, -0.06094365566968918, -0.15976935625076294, -0.4097117781639099, -0.18549704551696777, -0.6245091557502747, -0.16228769719600677, 0.4149947464466095, 0.42419376969337463, 0.10208899527788162, 0.42361220717430115]"
System Audit,"[0.46866071224212646, 0.2847563624382019, 0.08547051250934601, 0.6898159980773926, 0.49710050225257874, -0.9310078620910645, 0.5893258452415466, -0.2381344735622406, -0.04958730563521385, 0.019829770550131798, -0.1387021839618683, 0.0028009426314383745, -0.2969495952129364, 0.3978075385093689, -0.7021481394767761, 0.0326741524040699, 0.465882807970047, -0.25387442111968994, -0.726209282875061, 0.5537603497505188, 0.7900058627128601, -0.2959679663181305, 0.16092118620872498, -0.7125692963600159, -0.5324519276618958, -0.04140908271074295, 0.26985931396484375, -0.16185379028320312, -0.2955377995967865, 0.7810202240943909, 0.2990684509277344, 0.3773235082626343, -0.004078411962836981, 0.30283525586128235, -0.5876367092132568, 0.384001225233078, -0.18349476158618927, -1.0987743139266968, 0.6596069931983948, -0.24012190103530884, -0.2965201139450073, -0.44015923142433167, 0.6108297109603882, -0.47198501229286194, -0.13523076474666595, 0.6065272092819214, 0.0755152702331543, 0.14732050895690918, -0.016238797456026077, -0.010375263169407845, -0.09319674223661423, -0.05674038082361221, 0.5326241254806519, -0.15179921686649323, 0.7562173008918762, -0.4263048470020294, -0.35278695821762085, 0.21190565824508667, 0.3827599585056305, 0.10001934319734573, 0.7456854581832886, 0.19437988102436066, -0.3271481990814209, 0.5275154709815979]"
Distributed Database,"[0.4114130735397339, -0.0915004312992096, -0.028239287436008453, 0.32416796684265137, -0.04694738984107971, -0.10665639489889145, 1.0558263063430786, -0.6182256937026978, -0.48853543400764465, -0.051008954644203186, 0.052733857184648514, 0.12445235252380371, 0.478971004486084, -0.4203072190284729, -0.06475242972373962, -0.050015293061733246, -0.3305584192276001, -0.0016948104603216052, -0.32240059971809387, 0.5910824537277222, -0.029907450079917908, -0.23337817192077637, 0.4589410424232483, 0.2712438106536865, 0.30784228444099426, -0.5982173681259155, 0.11244747042655945, -0.22592684626579285, -0.1775280237197876, 0.9021090865135193, 0.06057979166507721, -0.3006892502307892, 0.07428359240293503, 0.3033040761947632, -0.1478353887796402, 0.40020060539245605, -0.04382574185729027, 0.22294212877750397, 0.06108252704143524, -0.15360510349273682, 0.10068173706531525, -0.133124440908432, 0.41771402955055237, -0.4317381978034973, -0.24308069050312042, 0.02790880762040615, -0.16686201095581055, -0.13497641682624817, -0.03832622990012169, 0.17824219167232513, -0.26325976848602295, -0.5599329471588135, -0.15324853360652924, -0.35692086815834045, -0.13887685537338257, -0.22420750558376312, 0.1581505984067917, 0.21180842816829681, -0.5620082020759583, -0.8865722417831421, 0.2992963492870331, 0.6266284584999084, -1.3798578977584839, -0.011788448318839073]"
Deep Learning,"[0.6147181391716003, 0.04065694287419319, 0.12279894202947617, -0.48021799325942993, 0.4961179196834564, 0.15102577209472656, 1.0752521753311157, 0.3332754671573639, -0.33442625403404236, 0.1072092205286026, -0.5162938237190247, 0.3350066840648651, 0.09422364830970764, 0.13369449973106384, 0.33014988899230957, 0.08369608223438263, -0.16267062723636627, 0.2806502878665924, -0.3003278076648712, 0.32069289684295654, 0.04142510145902634, -0.7627255916595459, 0.8157652616500854, 0.20079290866851807, 0.01152978464961052, -0.05073181539773941, 0.12951575219631195, 0.4256097972393036, -0.4007665514945984, 0.4661579728126526, -0.1618485152721405, 0.44996607303619385, 0.1700786054134369, 0.11373680830001831, -0.09292957186698914, 0.6456431746482849, -0.6517676115036011, -0.5827128887176514, 0.012003862299025059, -0.06296991556882858, 0.2883334159851074, 0.28666502237319946, 0.18843556940555573, -0.2305024117231369, -0.3497641682624817, -0.2204919010400772, 0.13400210440158844, -0.1239892765879631, 0.34205156564712524, 0.7466335892677307, 0.2365613579750061, -0.13688163459300995, -0.39125731587409973, -0.04357080161571503, -0.22313988208770752, -0.47302666306495667, -0.4505973756313324, 0.18086518347263336, -0.5551114082336426, -0.19420355558395386, 0.612908124923706, 0.9918419122695923, -0.07476349174976349, 0.6505655646324158]"
User Experience Design,"[0.738167405128479, -0.0187517162412405, 0.14560511708259583, 0.0878271833062172, 0.29807382822036743, -0.20905978977680206, 0.8294836282730103, 0.357081800699234, 0.046349912881851196, -0.273976594209671, -0.14646144211292267, -0.507038414478302, 1.1573455333709717, -0.3787368834018707, -0.1147770956158638, -0.023166559636592865, 0.16488006711006165, 0.07051338255405426, 0.19746853411197662, 0.7420971393585205, 0.32470935583114624, -1.188572645187378, 0.5475068092346191, -0.49061521887779236, 0.13016283512115479, -0.15819811820983887, 0.8796552419662476, 0.2014082372188568, 0.19835250079631805, 0.32692137360572815, -0.15390333533287048, 0.24293479323387146, 0.050715863704681396, 0.3172815442085266, -0.6237638592720032, -0.1801154762506485, -0.6898507475852966, -0.1479616016149521, 0.20544995367527008, 0.2169831097126007, 0.21399550139904022, -0.11122607439756393, -0.01558727864176035, -1.0260640382766724, -1.013451099395752, 0.30955860018730164, -0.5833979845046997, -0.00436735013499856, -0.10013064742088318, 0.38135290145874023, -0.20796990394592285, 0.4939725697040558, 0.0451262965798378, 0.39611080288887024, 0.4245365858078003, -0.2985423505306244, -0.10028530657291412, 0.4708268344402313, -0.7565950751304626, 0.08455388247966766, 0.5802879929542542, 0.002417897107079625, 0.2830299139022827, 0.2771037518978119]"
Education and Simulation Games,"[0.677116334438324, 0.2748742401599884, 0.18839599192142487, -0.060745444148778915, 0.22197718918323517, 0.07325641065835953, 0.6653680205345154, 0.49100586771965027, -0.4201067388057709, 0.7268757224082947, -0.5430902242660522, -0.10643617808818817, 0.5293192267417908, 0.10137511789798737, -0.24982354044914246, 0.1690780222415924, -0.12692219018936157, 0.4455949068069458, -0.5447299480438232, 0.39817169308662415, 0.05097084492444992, -0.6646023392677307, 0.7685708999633789, 0.13823984563350677, -0.2714199423789978, 0.2087797075510025, 0.06920909881591797, 0.4502905011177063, -0.12708841264247894, 0.29599931836128235, 0.06226561591029167, 0.33682218194007874, 0.0234032291918993, 0.5999054908752441, -0.48821040987968445, 0.10243741422891617, -0.30734068155288696, -0.37312352657318115, 0.3280353844165802, 0.1874658465385437, 0.09891761839389801, 0.2162635177373886, -0.026277167722582817, -0.08706983923912048, -0.10929980874061584, -0.1883823573589325, -0.3106299638748169, -0.41439443826675415, 0.2578481435775757, 0.17373788356781006, 0.13021732866764069, 0.10541065782308578, 0.17283973097801208, 0.27652233839035034, -0.11724203824996948, -0.19494953751564026, -0.3994450867176056, -0.1772950142621994, -0.6703407764434814, -0.1318206489086151, 0.3860923945903778, 0.4788871705532074, -0.081504225730896, 0.47649720311164856]"
Game Engine,"[0.6739734411239624, 0.24256590008735657, 0.41325005888938904, -0.07653448730707169, 0.15178047120571136, 0.039616186171770096, 0.9629810452461243, 0.5768232941627502, -0.31364789605140686, 0.6838014125823975, -0.4931250810623169, -0.311211496591568, 0.5486570000648499, 0.1739165484905243, -0.1902945190668106, -0.0034097707830369473, -0.08875700831413269, 0.3671277165412903, -0.20050394535064697, 0.4699127972126007, -0.027361255139112473, -0.6594612002372742, 0.5083743929862976, 0.09222925454378128, -0.36637043952941895, 0.19770890474319458, 0.05203266069293022, 0.4691058099269867, 0.21600110828876495, 0.25130534172058105, -0.006547274999320507, 0.3286688029766083, 0.3483269512653351, 0.48047906160354614, -0.615614652633667, -0.24170996248722076, -0.33493703603744507, -0.09175340831279755, 0.4303089678287506, 0.1782519668340683, 0.22691331803798676, 0.331948459148407, -0.12865081429481506, -0.1445929855108261, -0.1883956491947174, -0.04437945410609245, -0.22306512296199799, -0.1445893794298172, 0.4118462800979614, 0.19598577916622162, 0.23622514307498932, 0.09156787395477295, 0.0430191271007061, 0.3290812075138092, -0.03199357911944389, -0.2103951871395111, -0.4030896723270416, -0.23385819792747498, -0.5101040005683899, -0.25699955224990845, 0.3169710338115692, 0.3361813724040985, 0.2665933072566986, 0.2570989727973938]"
Application Security,"[0.28754115104675293, 0.21328692138195038, -0.44418394565582275, 0.8143863677978516, 0.3028249144554138, -1.1574457883834839, 0.5020833611488342, -0.5649716854095459, 0.2209141105413437, 0.5025572776794434, -0.9214658141136169, -1.0291484594345093, 0.14362363517284393, 0.08917879313230515, -0.35714036226272583, 0.11670957505702972, 0.06261619925498962, -0.11354073882102966, -0.573827862739563, 0.7463746666908264, 0.5503584146499634, 0.14495547115802765, -0.3459451198577881, 0.09633994102478027, 0.5090132355690002, 0.3526734709739685, -0.08743735402822495, -0.39158061146736145, 0.14678195118904114, 0.7974689602851868, 0.11657010763883591, 0.4418172836303711, 0.603958249092102, 0.8527906537055969, -0.08476302027702332, 0.1269828975200653, -0.5545433163642883, -0.9801535606384277, -0.01529640518128872, -0.5921838283538818, 0.005376769229769707, -0.1365433931350708, -0.05193784087896347, -0.6483306884765625, -0.6283279657363892, -0.17214655876159668, -0.23338814079761505, -0.37853872776031494, 0.7339632511138916, 0.004076407290995121, -0.6039197444915771, -0.03814107924699783, -0.252346396446228, 0.24478517472743988, 0.49965399503707886, -0.5820773839950562, 0.004663607105612755, -0.43370166420936584, -0.04412982985377312, -0.2846275568008423, -0.4805501103401184, 0.453395813703537, -0.15174347162246704, 0.5799530744552612]"
Network Security,"[0.37800419330596924, 0.26127901673316956, 0.4821054935455322, 0.7128281593322754, 0.5855889916419983, -0.1865633726119995, 0.6283303499221802, -0.5016789436340332, 0.248716339468956, 0.5289863348007202, -0.004644786939024925, -0.724440336227417, 0.1818578541278839, 0.6043313145637512, -0.07249104231595993, -0.15481820702552795, -0.11293532699346542, 0.24396507441997528, -0.6732560992240906, 0.39917120337486267, -0.2579292058944702, -0.5066272616386414, -0.27149948477745056, -0.02462073042988777, -0.39844873547554016, -0.35097700357437134, 0.024422189220786095, -0.19885459542274475, -0.10758873075246811, 0.47699448466300964, 0.6132477521896362, 0.10218066722154617, 0.641004204750061, 0.27965104579925537, -0.6769662499427795, 0.08627685159444809, -0.598205029964447, -0.04920995235443115, 0.34184449911117554, 0.3991841673851013, 0.6565192937850952, -0.3878801167011261, 0.015894964337348938, -0.46075373888015747, -0.24158237874507904, -0.019054589793086052, -0.6589230895042419, 0.296739399433136, 0.7180229425430298, 0.06837072968482971, 0.33358991146087646, 0.05948952957987785, -0.01565396413207054, 0.5932936668395996, 0.0999920591711998, -0.48077115416526794, -0.5217798948287964, -0.03648900240659714, -0.32892751693725586, -0.4100315570831299, -0.29709696769714355, 0.3918287754058838, 0.2543286979198456, 0.3634045720100403]"
